userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
4767,EUR,Brandon,Ruiz,HUNTSVILLE,Luxembourger,Brandon.M.Ruiz@spambob.com,256-270-3908,false,false,false,false,false,false,false,false,false,false
4768,EUR,Marion,Padgett,LONG BEACH,Luxembourger,Marion.S.Padgett@pookmail.com,760-413-4290,true,true,true,true,true,true,true,true,true,true
4769,EUR,Elizabeth,Bass,HOBOKEN,Luxembourger,Elizabeth.J.Bass@mailinator.com,845-706-9369,false,false,false,false,false,false,false,false,false,false
4770,EUR,Daniel,Lindley,SEATTLE,Luxembourger,Daniel.K.Lindley@spambob.com,979-764-3194,true,true,true,true,true,true,true,true,true,true
4771,EUR,Claire,Merritt,BROOKLYN,Luxembourger,Claire.E.Merritt@pookmail.com,786-465-1554,false,false,false,false,false,false,false,false,false,false
4772,EUR,Cyndi,Webb,RESACA,Luxembourger,Cyndi.W.Webb@mailinator.com,562-558-1189,true,true,true,true,true,true,true,true,true,true
4773,LTL,Deborah,Shaw,COVINA,Lithuanian,Deborah.K.Shaw@dodgit.com,818-793-1191,true,true,true,true,true,true,true,true,true,true
4774,LTL,Robert,Green,FITCHBURG,Lithuanian,Robert.H.Green@dodgit.com,214-394-5099,false,false,false,false,false,false,false,false,false,false
4775,LTL,Pasquale,Paquin,DEERFIELD,Lithuanian,Pasquale.B.Paquin@spambob.com,626-470-4567,true,true,true,true,true,true,true,true,true,true
4776,LTL,Dana,Houston,UNION,Lithuanian,Dana.B.Houston@dodgit.com,940-720-3196,false,false,false,false,false,false,false,false,false,false
4777,LTL,Frances,Sabatino,HOBOKEN,Lithuanian,Frances.J.Sabatino@mailinator.com,435-788-7960,true,true,true,true,true,true,true,true,true,true
4778,LTL,Tim,Hernandez,NORMAN,Lithuanian,Tim.A.Hernandez@dodgit.com,312-993-6242,false,false,false,false,false,false,false,false,false,false
4779,LTL,Crystal,Lambert,PASADENA,Lithuanian,Crystal.D.Lambert@dodgit.com,509-997-8829,true,true,true,true,true,true,true,true,true,true
4780,LTL,Terry,Bevilacqua,BRIGHTON,Lithuanian,Terry.E.Bevilacqua@dodgit.com,757-201-6553,false,false,false,false,false,false,false,false,false,false
4781,LTL,Joyce,Marquez,OCEAN,Lithuanian,Joyce.B.Marquez@pookmail.com,253-929-6133,true,true,true,true,true,true,true,true,true,true
4782,LTL,Kyle,Meza,BUZZARDS BAY,Lithuanian,Kyle.S.Meza@mailinator.com,409-338-6841,false,false,false,false,false,false,false,false,false,false
4783,LTL,Richard,Brockway,MONTGOMERY,Lithuanian,Richard.S.Brockway@pookmail.com,931-678-6940,true,true,true,true,true,true,true,true,true,true
4784,LTL,David,Shortridge,HATILLO,Lithuanian,David.K.Shortridge@dodgit.com,305-455-1973,false,false,false,false,false,false,false,false,false,false
4785,LTL,Kristen,Booth,DELTA,Lithuanian,Kristen.J.Booth@dodgit.com,865-674-8041,true,true,true,true,true,true,true,true,true,true
4786,LTL,Peter,Neel,NEWINGTON,Lithuanian,Peter.G.Neel@mailinator.com,503-917-2862,false,false,false,false,false,false,false,false,false,false
4787,LTL,Amanda,Woodson,TUSCUMBIA,Lithuanian,Amanda.A.Woodson@spambob.com,765-664-3834,true,true,true,true,true,true,true,true,true,true
4788,LTL,Robert,Titus,CRANSTON,Lithuanian,Robert.C.Titus@trashymail.com,518-880-6703,false,false,false,false,false,false,false,false,false,false
4789,LTL,Julia,Sommerfield,BUFFALO,Lithuanian,Julia.J.Sommerfield@trashymail.com,661-709-4024,true,true,true,true,true,true,true,true,true,true
4790,LTL,Joseph,Budde,SPRINGFIELD,Lithuanian,Joseph.J.Budde@trashymail.com,864-266-1322,false,false,false,false,false,false,false,false,false,false
4791,LTL,Anthony,Beatty,CONCORD,Lithuanian,Anthony.K.Beatty@spambob.com,231-995-5944,true,true,true,true,true,true,true,true,true,true
4792,LTL,Gloria,Cleaver,LA FONTAINE,Lithuanian,Gloria.M.Cleaver@mailinator.com,419-772-9864,false,false,false,false,false,false,false,false,false,false
4793,LTL,Jamie,Day,LARES,Lithuanian,Jamie.J.Day@dodgit.com,434-444-3225,true,true,true,true,true,true,true,true,true,true
4794,LTL,Jovita,Houck,MANATI,Lithuanian,Jovita.D.Houck@trashymail.com,580-396-7425,false,false,false,false,false,false,false,false,false,false
4795,LTL,Jose,Parrish,JOLIET,Lithuanian,Jose.L.Parrish@dodgit.com,815-315-4210,true,true,true,true,true,true,true,true,true,true
4796,LTL,Lorraine,Blair,DOTHAN,Lithuanian,Lorraine.W.Blair@spambob.com,814-898-7112,false,false,false,false,false,false,false,false,false,false
4797,LTL,John,Hunt,LINDEN,Lithuanian,John.M.Hunt@dodgit.com,601-684-3434,true,true,true,true,true,true,true,true,true,true
4798,LTL,Walter,Bishop,PITTSVIEW,Lithuanian,Walter.M.Bishop@spambob.com,801-934-4908,false,false,false,false,false,false,false,false,false,false
4799,LTL,Anthony,Carpenter,MARLTON,Lithuanian,Anthony.A.Carpenter@dodgit.com,815-990-5666,true,true,true,true,true,true,true,true,true,true
4800,LTL,Alex,Perreault,FULTON,Lithuanian,Alex.T.Perreault@mailinator.com,925-926-3808,false,false,false,false,false,false,false,false,false,false
4801,LTL,Greg,Eddy,PLEASANTVILLE,Lithuanian,Greg.T.Eddy@trashymail.com,804-439-3774,true,true,true,true,true,true,true,true,true,true
4802,LTL,Gerald,Rousey,MONTGOMERY,Lithuanian,Gerald.K.Rousey@trashymail.com,908-905-9076,false,false,false,false,false,false,false,false,false,false
4803,LTL,Virginia,Fields,SAINT PETERSBURG,Lithuanian,Virginia.H.Fields@dodgit.com,702-240-8604,true,true,true,true,true,true,true,true,true,true
4804,LTL,James,Mccullough,GREENVILLE,Lithuanian,James.Y.Mccullough@pookmail.com,561-526-4163,false,false,false,false,false,false,false,false,false,false
4805,LTL,Noah,Richardson,BOSTON,Lithuanian,Noah.M.Richardson@trashymail.com,707-584-8162,true,true,true,true,true,true,true,true,true,true
4806,LTL,John,Mcleod,DOUBLE SPRINGS,Lithuanian,John.J.Mcleod@pookmail.com,510-490-8618,false,false,false,false,false,false,false,false,false,false
4807,LTL,Matthew,Hesse,SAN ANTONIO,Lithuanian,Matthew.M.Hesse@mailinator.com,512-405-5513,true,true,true,true,true,true,true,true,true,true
4808,LTL,Lloyd,Campagna,SILVER SPRINGS,Lithuanian,Lloyd.L.Campagna@dodgit.com,662-799-0502,false,false,false,false,false,false,false,false,false,false
4809,LTL,Thomas,Priddy,HOUSTON,Lithuanian,Thomas.M.Priddy@mailinator.com,509-381-6860,true,true,true,true,true,true,true,true,true,true
4810,LTL,Matthew,Cyr,MONONO,Lithuanian,Matthew.N.Cyr@pookmail.com,615-345-6312,false,false,false,false,false,false,false,false,false,false
4811,LTL,Paula,Toney,HOUSTON,Lithuanian,Paula.F.Toney@mailinator.com,615-479-1025,true,true,true,true,true,true,true,true,true,true
4812,LTL,Norma,Hill,RURAL VALLEY,Lithuanian,Norma.K.Hill@pookmail.com,325-575-4360,false,false,false,false,false,false,false,false,false,false
4813,LTL,Cory,Thompson,NAPLES,Lithuanian,Cory.B.Thompson@trashymail.com,909-812-6561,true,true,true,true,true,true,true,true,true,true
4814,LTL,Ursula,Reyer,BARCO,Lithuanian,Ursula.J.Reyer@dodgit.com,213-371-7136,false,false,false,false,false,false,false,false,false,false
4815,LTL,Alice,Webb,HAMPTON,Lithuanian,Alice.J.Webb@pookmail.com,505-517-5514,true,true,true,true,true,true,true,true,true,true
4816,LTL,Karen,Haney,GRAND RAPIDS,Lithuanian,Karen.J.Haney@mailinator.com,414-433-9726,false,false,false,false,false,false,false,false,false,false
4817,LSL,Gregory,Shell,RIVERSIDE,Mosotho ,Gregory.L.Shell@dodgit.com,706-449-0638,true,true,true,true,true,true,true,true,true,true
4818,LSL,James,Curry,GREENFIELD,Mosotho ,James.C.Curry@dodgit.com,402-460-7416,false,false,false,false,false,false,false,false,false,false
4819,LSL,Lucien,Berrian,CAMP HILL,Mosotho ,Lucien.E.Berrian@dodgit.com,281-893-8791,true,true,true,true,true,true,true,true,true,true
4820,LSL,Richard,Cornelius,MANATI,Mosotho ,Richard.E.Cornelius@pookmail.com,410-444-8010,false,false,false,false,false,false,false,false,false,false
4821,LSL,Chester,Berman,ELIZABETHTOWN,Mosotho ,Chester.J.Berman@pookmail.com,559-749-3484,true,true,true,true,true,true,true,true,true,true
4822,LSL,Francisco,Sikora,FARMINGTON,Mosotho ,Francisco.F.Sikora@trashymail.com,229-535-3118,false,false,false,false,false,false,false,false,false,false
4823,LSL,Michael,Dunlap,RUSSELLVILLE,Mosotho ,Michael.E.Dunlap@mailinator.com,260-563-8482,true,true,true,true,true,true,true,true,true,true
4824,LSL,Gladys,Mitchum,ALLSTON,Mosotho ,Gladys.C.Mitchum@spambob.com,484-621-9505,false,false,false,false,false,false,false,false,false,false
4825,LSL,David,Lewis,LEXINGTON,Mosotho ,David.F.Lewis@pookmail.com,973-686-1183,true,true,true,true,true,true,true,true,true,true
4826,LSL,Donald,Ives,VEGA BAJA,Mosotho ,Donald.L.Ives@trashymail.com,313-965-7650,false,false,false,false,false,false,false,false,false,false
4827,LSL,Lakeisha,Dotson,WORCESTER,Mosotho ,Lakeisha.T.Dotson@pookmail.com,740-317-0989,true,true,true,true,true,true,true,true,true,true
4828,LSL,Krystal,Moody,TEMPLE,Mosotho ,Krystal.J.Moody@mailinator.com,270-834-6865,false,false,false,false,false,false,false,false,false,false
4829,LSL,Margie,Hancock,RINCON,Mosotho ,Margie.W.Hancock@spambob.com,213-509-0098,true,true,true,true,true,true,true,true,true,true
4830,LSL,Eric,Hayes,SHORTER,Mosotho ,Eric.J.Hayes@dodgit.com,435-754-7051,false,false,false,false,false,false,false,false,false,false
4831,LSL,Linda,Madden,NEW ROCHELLE,Mosotho ,Linda.M.Madden@pookmail.com,707-406-2471,true,true,true,true,true,true,true,true,true,true
4832,LSL,Erin,Smith,KILLEN,Mosotho ,Erin.L.Smith@mailinator.com,609-682-3095,false,false,false,false,false,false,false,false,false,false
4833,LSL,Patricia,Bowden,NEWPORT,Mosotho ,Patricia.J.Bowden@mailinator.com,203-266-3392,true,true,true,true,true,true,true,true,true,true
4834,LSL,Nancy,Quinn,LIVINGSTON,Mosotho ,Nancy.S.Quinn@dodgit.com,253-657-4706,false,false,false,false,false,false,false,false,false,false
4835,LSL,Jeremy,Baier,HOUSTON,Mosotho ,Jeremy.B.Baier@spambob.com,727-512-7883,true,true,true,true,true,true,true,true,true,true
4836,LSL,Kurt,Abbott,BINGHAMTON,Mosotho ,Kurt.T.Abbott@trashymail.com,432-233-1340,false,false,false,false,false,false,false,false,false,false
4837,LSL,Cynthia,Scully,HARPERSVILLE,Mosotho ,Cynthia.J.Scully@pookmail.com,864-888-2345,true,true,true,true,true,true,true,true,true,true
4838,LSL,Frederick,Greene,TUSCUMBIA,Mosotho ,Frederick.M.Greene@pookmail.com,303-786-6524,false,false,false,false,false,false,false,false,false,false
4839,LSL,Christina,Gardner,AUSTIN,Mosotho ,Christina.T.Gardner@pookmail.com,505-785-6996,true,true,true,true,true,true,true,true,true,true
4840,LSL,Shannon,Lemus,CRESSON,Mosotho ,Shannon.J.Lemus@spambob.com,559-771-6335,false,false,false,false,false,false,false,false,false,false
4841,LSL,John,Brantley,WASHINGTON,Mosotho ,John.G.Brantley@dodgit.com,740-337-3308,true,true,true,true,true,true,true,true,true,true
4842,LSL,Moses,Harvey,CHURUBUSCO,Mosotho ,Moses.E.Harvey@pookmail.com,425-829-2104,false,false,false,false,false,false,false,false,false,false
4843,LSL,Mark,Crown,AUSTIN,Mosotho ,Mark.T.Crown@mailinator.com,619-398-1401,true,true,true,true,true,true,true,true,true,true
4844,LSL,Jacqueline,Lopez,MANILLA,Mosotho ,Jacqueline.D.Lopez@dodgit.com,417-691-2326,false,false,false,false,false,false,false,false,false,false
4845,LSL,Pauline,Roberts,HOUSTON,Mosotho ,Pauline.R.Roberts@pookmail.com,843-417-4951,true,true,true,true,true,true,true,true,true,true
4846,LSL,Robert,Astorga,SYLACAUGA,Mosotho ,Robert.J.Astorga@trashymail.com,561-921-8442,false,false,false,false,false,false,false,false,false,false
4847,LSL,John,White,PAINT ROCK,Mosotho ,John.A.White@spambob.com,803-371-9583,true,true,true,true,true,true,true,true,true,true
4848,LSL,Frances,Hoag,HAMMONTON,Mosotho ,Frances.D.Hoag@trashymail.com,978-634-4234,false,false,false,false,false,false,false,false,false,false
4849,LSL,Thomas,Humphreys,SEATTLE,Mosotho ,Thomas.K.Humphreys@trashymail.com,773-404-2473,true,true,true,true,true,true,true,true,true,true
4850,LSL,Jennie,Taylor,FLOYDS KNOBS,Mosotho ,Jennie.G.Taylor@spambob.com,914-366-6230,false,false,false,false,false,false,false,false,false,false
4851,LSL,Donald,Sheffer,NEW HYDE PARK,Mosotho ,Donald.M.Sheffer@trashymail.com,435-448-2988,true,true,true,true,true,true,true,true,true,true
4852,LSL,Timothy,Gonzalez,IRONS,Mosotho ,Timothy.M.Gonzalez@mailinator.com,434-969-3261,false,false,false,false,false,false,false,false,false,false
4853,LSL,Christina,Scott,ST PETERSBURG,Mosotho ,Christina.R.Scott@trashymail.com,520-818-2511,true,true,true,true,true,true,true,true,true,true
4854,LSL,Monica,Young,WILLS POINT,Mosotho ,Monica.A.Young@trashymail.com,207-238-3760,false,false,false,false,false,false,false,false,false,false
4855,LSL,Raymond,Stockton,DOUGLASSVILLE,Mosotho ,Raymond.J.Stockton@pookmail.com,830-985-6801,true,true,true,true,true,true,true,true,true,true
4856,LSL,Wendy,Jameson,GRAND RAPIDS,Mosotho ,Wendy.R.Jameson@pookmail.com,413-738-7317,false,false,false,false,false,false,false,false,false,false
4857,LSL,Nancy,Morris,HEWITT,Mosotho ,Nancy.J.Morris@dodgit.com,573-651-5407,true,true,true,true,true,true,true,true,true,true
4858,LSL,Clayton,Combs,HEPHZIBAH,Mosotho ,Clayton.M.Combs@trashymail.com,619-609-8211,false,false,false,false,false,false,false,false,false,false
4859,LSL,Margaret,Post,PUEBLO,Mosotho ,Margaret.M.Post@dodgit.com,614-857-6730,true,true,true,true,true,true,true,true,true,true
4860,LSL,Phyllis,Moore,NEVILLE ISLAND,Mosotho ,Phyllis.T.Moore@spambob.com,386-431-1316,false,false,false,false,false,false,false,false,false,false
4861,LRD,Elizebeth,Sargent,BERNE,Liberian,Elizebeth.M.Sargent@trashymail.com,615-650-3723,false,false,false,false,false,false,false,false,false,false
4862,LRD,Pauline,Bishop,KATONAH,Liberian,Pauline.D.Bishop@pookmail.com,765-231-5901,true,true,true,true,true,true,true,true,true,true
4863,LRD,Latoya,Cortez,KINGSTON,Liberian,Latoya.A.Cortez@trashymail.com,305-982-2360,false,false,false,false,false,false,false,false,false,false
4864,LRD,Clifford,Martinez,KOUNTZE,Liberian,Clifford.Z.Martinez@trashymail.com,484-315-1345,true,true,true,true,true,true,true,true,true,true
4865,LRD,Barbara,Fuentes,EL PASO,Liberian,Barbara.J.Fuentes@spambob.com,251-297-3923,false,false,false,false,false,false,false,false,false,false
4866,LRD,Daniel,Hairston,CLEWISTON,Liberian,Daniel.K.Hairston@pookmail.com,713-318-4827,true,true,true,true,true,true,true,true,true,true
4867,LRD,Christopher,Packard,PALATKA,Liberian,Christopher.M.Packard@spambob.com,909-593-2989,false,false,false,false,false,false,false,false,false,false
4868,LRD,Jose,Durbin,GLENBURN,Liberian,Jose.L.Durbin@spambob.com,276-530-4799,true,true,true,true,true,true,true,true,true,true
4869,LRD,Arturo,Marshall,EQUALITY,Liberian,Arturo.T.Marshall@mailinator.com,419-869-2274,false,false,false,false,false,false,false,false,false,false
4870,LRD,Jennifer,Collins,GREENFIELD,Liberian,Jennifer.S.Collins@dodgit.com,520-744-9713,true,true,true,true,true,true,true,true,true,true
4871,LRD,Maria,Bruce,CAMP HILL,Liberian,Maria.K.Bruce@dodgit.com,415-439-6624,false,false,false,false,false,false,false,false,false,false
4872,LRD,Michael,Seitz,VEGA ALTA,Liberian,Michael.T.Seitz@spambob.com,801-426-2596,true,true,true,true,true,true,true,true,true,true
4873,LRD,William,Felton,ASHVILLE,Liberian,William.S.Felton@spambob.com,440-869-0597,false,false,false,false,false,false,false,false,false,false
4874,LRD,Raul,Diaz,HARTFORD,Liberian,Raul.A.Diaz@dodgit.com,951-284-4552,true,true,true,true,true,true,true,true,true,true
4875,LRD,Thomas,Sun,DADEVILLE,Liberian,Thomas.I.Sun@mailinator.com,704-236-0626,false,false,false,false,false,false,false,false,false,false
4876,LRD,James,Culley,NOTTINGHAM,Liberian,James.K.Culley@mailinator.com,620-454-8935,true,true,true,true,true,true,true,true,true,true
4877,LRD,Richard,Mitchell,PARLIN,Liberian,Richard.D.Mitchell@pookmail.com,828-848-5967,false,false,false,false,false,false,false,false,false,false
4878,LRD,Richard,Mickle,LUNENBURG,Liberian,Richard.M.Mickle@mailinator.com,606-686-4259,true,true,true,true,true,true,true,true,true,true
4879,LRD,Rick,Wong,GOSHEN,Liberian,Rick.D.Wong@mailinator.com,909-646-8085,false,false,false,false,false,false,false,false,false,false
4880,LRD,Melissa,Griffin,BORDENTOWN,Liberian,Melissa.E.Griffin@spambob.com,502-423-2813,true,true,true,true,true,true,true,true,true,true
4881,LRD,Katherine,Boyd,MAYAGUEZ,Liberian,Katherine.G.Boyd@dodgit.com,718-843-6234,false,false,false,false,false,false,false,false,false,false
4882,LRD,Kevin,Douglas,TITUS,Liberian,Kevin.J.Douglas@mailinator.com,240-201-4137,true,true,true,true,true,true,true,true,true,true
4883,LRD,Brian,Small,CLEMENTON,Liberian,Brian.L.Small@trashymail.com,870-550-2858,false,false,false,false,false,false,false,false,false,false
4884,LRD,Diane,Sharpton,JACKSONVILLE,Liberian,Diane.D.Sharpton@spambob.com,303-215-7041,true,true,true,true,true,true,true,true,true,true
4885,LRD,Carla,Cervantes,ELMA,Liberian,Carla.L.Cervantes@pookmail.com,920-347-0081,false,false,false,false,false,false,false,false,false,false
4886,LRD,Bailey,Alonzo,MORRISVILLE,Liberian,Bailey.M.Alonzo@spambob.com,845-206-9467,true,true,true,true,true,true,true,true,true,true
4887,LRD,Alice,Plumlee,HOUSTON,Liberian,Alice.S.Plumlee@spambob.com,239-478-0274,false,false,false,false,false,false,false,false,false,false
4888,LRD,Logan,Blanchard,BALL,Liberian,Logan.V.Blanchard@trashymail.com,906-885-8720,true,true,true,true,true,true,true,true,true,true
4889,LRD,Lan,Provencher,STERRETT,Liberian,Lan.J.Provencher@pookmail.com,417-766-8868,false,false,false,false,false,false,false,false,false,false
4890,LRD,Bill,Anderson,DANVILLE,Liberian,Bill.M.Anderson@mailinator.com,715-484-1337,true,true,true,true,true,true,true,true,true,true
4891,LRD,Norman,Waldron,MURPHYSBORO,Liberian,Norman.S.Waldron@mailinator.com,260-705-5636,false,false,false,false,false,false,false,false,false,false
4892,LRD,Theodore,Files,ETHELSVILLE,Liberian,Theodore.Y.Files@mailinator.com,317-883-5395,true,true,true,true,true,true,true,true,true,true
4893,LRD,Mary,Wade,TAMPA,Liberian,Mary.R.Wade@pookmail.com,404-471-3959,false,false,false,false,false,false,false,false,false,false
4894,LRD,Mary,Culbertson,FOREST HOME,Liberian,Mary.S.Culbertson@spambob.com,903-781-7217,true,true,true,true,true,true,true,true,true,true
4895,LRD,Richard,Collins,BRONX,Liberian,Richard.C.Collins@spambob.com,903-836-0434,false,false,false,false,false,false,false,false,false,false
4896,LRD,Yvette,Stuckey,DUNDEE,Liberian,Yvette.H.Stuckey@pookmail.com,201-272-0022,true,true,true,true,true,true,true,true,true,true
4897,LRD,Marcie,Mcraney,HOUSTON,Liberian,Marcie.H.Mcraney@dodgit.com,618-344-5620,false,false,false,false,false,false,false,false,false,false
4898,LRD,Pamela,Pernell,TITUS,Liberian,Pamela.G.Pernell@dodgit.com,857-526-2229,true,true,true,true,true,true,true,true,true,true
4899,LRD,Betsy,Charron,ST PETERSBURG,Liberian,Betsy.D.Charron@pookmail.com,415-901-7130,false,false,false,false,false,false,false,false,false,false
4900,LRD,Kenneth,Gonzalez,CACTUS,Liberian,Kenneth.C.Gonzalez@trashymail.com,320-294-5638,true,true,true,true,true,true,true,true,true,true
4901,LRD,Terri,English,DEMOTTE,Liberian,Terri.M.English@trashymail.com,706-278-9248,false,false,false,false,false,false,false,false,false,false
4902,LRD,Michael,Smith,ASBURY PARK,Liberian,Michael.H.Smith@trashymail.com,817-678-3348,true,true,true,true,true,true,true,true,true,true
4903,LRD,Barbara,Stevens,ODELL,Liberian,Barbara.C.Stevens@pookmail.com,408-599-5293,false,false,false,false,false,false,false,false,false,false
4904,LRD,Mark,Smith,REMSEN,Liberian,Mark.S.Smith@spambob.com,410-518-7539,true,true,true,true,true,true,true,true,true,true
